나이,계약유형,그룹수업_참여,마지막_방문_경과일,이번달_주당방문횟수,총_이용개월수,최근한달_일평균_운동시간,PT_가입여부,기구_만족도,최근한달_부상경험,주_이용_시간대_혼잡도,불편_회원_경험,가격_만족도,직원_만족도,서비스_만족도,상대_방문공백,설문_응답여부,이탈,서비스불만_환경불편,서비스불만_비매너회원,서비스불만_프로그램불만족,기구불만_기구부족,기구불만_낙후된기구,기구불만_청결불량,직원불만_불친절,직원불만_전문성부족,직원불만_과도한영업,가격불만_할인부족,가격불만_가격비쌈
64,3,0,13,0.913,6,72,0,,,매우혼잡,,,,,1.64,0,1,0,0,0,0,0,0,0,0,0,0,1
21,1,1,8,1.284,2,108,0,4,0,보통,1,3,4,2,1.39,1,0,1,0,1,0,1,0,0,0,0,0,0
42,12,1,60,0.466,11,30,0,3,0,여유,0,3,2,4,6.89,1,1,0,0,0,0,0,0,0,0,0,0,1
51,12,1,2,2.433,15,79,0,5,0,보통,0,3,4,4,0.73,1,0,0,0,0,0,0,0,0,0,0,1,0
49,3,0,2,2.775,10,95,1,4,0,보통,0,4,5,5,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0
45,1,0,28,0.56,2,54,0,2,0,보통,0,1,2,3,2.25,1,1,0,0,0,0,0,1,0,0,1,0,0
20,1,1,1,3.892,1,118,0,5,0,여유,1,4,5,4,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0
42,6,1,1,2.928,8,51,0,3,0,혼잡,0,4,4,3,0.38,1,0,0,0,0,0,0,1,0,0,0,0,0
26,12,0,27,0.914,21,29,0,1,0,혼잡,0,1,1,3,3.58,1,1,1,0,0,1,1,0,0,1,0,1,0
42,12,1,1,3.812,20,76,0,5,0,보통,0,4,5,5,0.78,1,0,0,0,0,0,0,0,0,0,0,0,1
46,12,0,32,0.349,14,33,0,2,0,혼잡,0,4,1,2,1.58,1,1,1,0,0,1,1,1,0,0,0,1,0
34,6,1,4,1.328,6,75,0,4,0,여유,0,3,3,5,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0
45,3,0,6,1.428,5,43,0,,,여유,,,,,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12,1,1,3.484,13,103,1,1,0,혼잡,0,4,4,4,0.49,1,0,0,0,0,1,0,0,0,1,0,0,0
30,3,0,60,0.217,2,39,0,3,0,보통,1,3,1,2,6.84,1,1,0,0,0,0,0,0,1,0,1,0,0
22,3,1,18,1.578,9,118,1,4,0,혼잡,0,3,5,4,3.98,1,1,0,0,0,0,0,0,0,0,0,0,1
32,12,0,4,1.991,18,77,1,3,0,매우혼잡,0,3,4,3,1.1,1,0,0,1,0,1,0,0,0,0,0,0,0
36,12,1,1,2.576,19,83,1,3,0,혼잡,1,3,4,2,0.44,1,0,0,1,0,0,0,0,0,0,0,1,1
23,1,1,1,3.193,2,63,0,,,보통,,,,,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0
38,12,1,2,2.347,25,61,0,,,매우혼잡,,,,,0.76,0,0,0,1,1,0,0,0,0,0,0,0,0
49,6,0,3,3.011,15,64,0,2,0,보통,0,3,3,5,1.2,1,1,1,0,0,1,1,1,0,0,0,1,0
20,12,0,3,2.092,6,80,0,4,0,보통,0,3,4,4,1.02,1,0,0,0,0,0,1,0,0,0,0,0,0
52,6,1,7,1.364,3,31,0,,,보통,,,,,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,0,4,2.316,3,57,0,5,0,여유,0,4,4,4,1.23,1,1,0,0,0,0,0,0,0,0,0,0,0
56,12,0,0,6.872,46,102,1,5,0,혼잡,0,3,5,4,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
39,3,0,5,1.7,6,43,0,,,혼잡,,,,,1.33,0,1,0,0,0,0,0,0,0,0,0,1,0
49,12,1,1,4.333,44,116,0,,,혼잡,,,,,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,0,49,0.164,6,45,0,,,보통,,,,,2.08,0,1,1,1,0,1,0,0,0,0,0,0,1
24,6,0,32,0.101,7,33,0,3,0,보통,0,3,4,4,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0
69,6,0,2,2.199,12,83,0,4,1,여유,1,4,5,3,0.68,1,1,0,0,0,0,1,1,0,0,0,0,0
31,1,0,15,0.733,2,71,0,2,0,보통,0,1,3,3,1.59,1,1,0,0,0,0,0,0,1,0,0,0,1
38,12,0,3,2.564,28,71,0,,,보통,,,,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,0,15,1.019,6,58,0,,,여유,,,,,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0
38,6,0,5,1.333,16,55,0,4,0,보통,0,4,4,4,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0
39,6,1,1,3.105,11,49,0,,,보통,,,,,0.41,0,0,0,0,1,0,0,0,0,0,0,0,0
26,6,1,2,2.597,9,77,1,5,0,여유,0,4,4,4,0.91,1,0,0,0,0,0,0,0,0,0,0,0,0
67,3,1,2,2.62,3,78,1,,,여유,,,,,0.66,0,0,0,0,0,0,0,0,0,0,1,0,0
67,3,0,1,3.23,7,75,1,4,0,여유,0,4,5,5,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0
18,12,1,0,4.383,22,108,1,5,0,여유,0,4,5,5,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0
51,12,1,0,6.517,46,115,0,5,0,혼잡,0,4,4,5,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0
31,6,0,1,3.267,13,65,1,5,0,여유,0,3,5,5,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0
29,6,1,1,3.265,15,50,0,4,0,보통,1,4,5,5,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0
60,12,1,1,3.67,23,87,0,4,0,혼잡,0,5,3,5,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0
45,6,0,4,2.193,5,28,0,1,0,보통,0,2,3,3,1.28,1,1,0,0,0,1,0,1,0,1,0,0,0
25,3,1,2,3.429,9,120,0,4,0,보통,0,4,4,5,0.85,1,0,0,0,0,1,0,0,0,0,0,0,0
51,3,0,1,4.138,7,108,0,,,여유,,,,,0.35,0,0,0,0,0,1,0,0,0,0,0,0,0
41,3,0,3,2.641,2,57,0,4,0,여유,0,4,5,4,0.96,1,0,0,0,0,0,0,0,0,0,1,0,0
30,6,1,7,1.367,12,33,1,,,보통,,,,,1.4,0,0,0,0,1,0,0,0,0,0,0,1,1
53,3,0,5,2.116,4,74,0,3,0,보통,0,3,4,4,1.46,1,0,0,0,0,0,0,0,0,0,0,0,0
23,3,1,49,0.034,4,26,0,3,0,보통,1,2,3,1,2.08,1,1,1,1,0,0,0,0,0,0,0,0,1
24,3,1,1,3.832,6,119,1,,,매우혼잡,,,,,0.34,0,0,0,0,1,0,0,0,0,0,0,0,0
39,6,1,2,3.142,14,82,0,5,0,여유,0,3,5,5,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0
43,12,0,5,2.088,23,78,0,3,0,혼잡,0,3,4,4,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0
22,3,1,1,3.02,10,105,0,,,혼잡,,,,,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,0,41,0.027,3,54,0,3,0,보통,1,2,3,1,1.76,1,1,0,1,0,0,0,0,0,0,0,0,0
33,3,0,2,3.624,8,149,1,,,여유,,,,,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6,1,2,3.355,23,74,0,5,0,혼잡,0,5,5,5,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0
55,3,1,3,2.145,9,58,0,4,0,여유,0,4,5,5,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0
17,3,0,15,0.863,5,69,0,,,혼잡,,,,,1.9,0,1,1,0,0,1,0,0,1,0,0,0,0
55,12,1,1,3.673,12,102,0,,,보통,,,,,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3,1,60,0.124,2,37,0,3,0,혼잡,1,3,3,1,6.04,1,1,1,0,0,0,0,0,1,0,0,1,0
39,3,0,56,0.048,3,64,0,,,보통,,,,,2.4,0,1,0,0,0,1,0,1,0,0,0,0,0
40,3,0,41,0.272,4,30,0,3,0,여유,0,3,4,4,1.77,1,1,0,0,0,0,0,0,0,0,0,0,0
66,3,1,2,2.642,7,38,1,3,0,보통,0,3,4,4,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0
64,6,0,1,1.983,9,73,0,,,여유,,,,,0.38,0,0,0,0,0,0,0,0,0,1,0,0,0
69,12,0,2,2.067,9,31,0,4,0,보통,1,3,4,3,0.65,1,0,1,0,0,0,0,0,0,0,0,0,0
33,3,1,4,1.969,2,64,0,,,보통,,,,,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,0,16,0.539,8,35,0,2,1,매우혼잡,0,1,2,3,1.27,1,1,0,0,0,1,0,0,0,1,0,0,1
22,1,0,3,2.287,1,62,0,,,매우혼잡,,,,,0.9,0,1,0,0,0,1,0,1,1,1,0,0,0
37,6,0,8,1.27,6,42,1,,,혼잡,,,,,1.39,0,0,0,0,0,1,1,1,0,0,0,0,0
23,12,0,17,0.505,3,30,0,3,0,보통,0,2,2,3,1.21,1,0,0,1,0,0,0,0,0,0,0,0,0
59,6,1,0,6.217,9,87,1,5,0,보통,0,4,4,5,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0
25,12,1,1,2.192,14,80,0,,,보통,,,,,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0
27,6,0,3,1.67,10,78,0,,,혼잡,,,,,0.79,0,0,1,0,0,0,0,0,0,0,0,0,0
24,1,0,48,0.443,1,64,0,,,보통,,,,,3.01,0,1,1,1,0,1,0,1,0,1,0,0,0
34,12,0,2,1.961,18,73,1,4,0,혼잡,0,3,5,3,0.49,1,0,0,0,0,1,0,0,0,0,0,0,1
18,6,0,8,1.072,4,70,0,4,0,보통,1,3,4,2,1.26,1,1,0,0,0,0,0,0,0,0,0,0,0
59,3,0,7,1.842,3,65,0,,,여유,,,,,1.88,0,1,0,0,0,0,0,1,0,0,0,0,1
47,3,0,2,2.659,12,55,0,,,매우혼잡,,,,,0.73,0,0,0,0,0,1,0,1,1,0,0,0,1
29,1,0,2,2.44,4,45,0,,,여유,,,,,0.72,0,0,0,0,0,1,0,0,0,0,0,0,0
19,3,0,15,0.765,3,45,0,,,혼잡,,,,,1.6,0,1,0,0,0,0,0,0,0,0,0,0,1
64,3,0,14,1.694,5,23,0,,,여유,,,,,3.36,0,1,0,0,0,0,0,0,0,0,1,0,0
31,1,0,25,0.509,1,37,0,2,0,보통,0,1,3,3,1.79,1,1,0,0,0,0,0,1,0,0,1,0,0
23,3,1,1,3.962,7,104,1,5,0,혼잡,0,4,5,4,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0
69,12,0,3,1.971,47,76,1,,,보통,,,,,0.87,0,1,1,1,0,0,0,0,0,0,0,0,0
22,12,0,3,1.445,11,76,0,4,0,여유,0,4,5,5,0.55,1,0,0,0,0,0,0,0,0,0,1,0,0
28,3,0,1,3.305,9,96,0,4,0,혼잡,1,4,5,2,0.54,1,1,0,0,0,0,0,0,0,0,0,0,0
33,12,0,6,1.786,11,36,0,3,0,혼잡,1,1,3,2,1.42,1,0,0,1,0,0,0,1,0,0,0,0,1
26,3,0,23,0.714,2,25,0,3,0,보통,0,3,3,3,2.33,1,1,0,0,0,0,0,0,1,0,0,0,0
41,6,0,60,0.206,9,30,0,1,0,혼잡,1,2,3,1,2.63,1,1,0,0,0,1,0,0,0,0,1,0,0
15,12,0,0,5.673,24,89,0,4,0,여유,0,4,5,5,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,16,0.653,3,101,1,,,혼잡,,,,,1.47,0,0,0,0,0,1,0,0,0,0,0,0,1
31,12,1,1,4.058,43,115,0,,,보통,,,,,0.44,0,0,0,1,0,0,0,0,0,0,0,0,0
28,1,0,3,1.933,4,58,0,3,0,보통,0,3,4,4,0.73,1,0,0,0,0,0,0,1,0,0,0,0,0
54,6,1,60,0.809,7,40,0,2,0,여유,0,3,3,5,8.47,1,1,0,0,0,1,0,1,0,0,0,0,0
51,3,0,12,1.235,3,16,0,2,0,혼잡,0,3,4,3,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1
61,1,0,8,1.04,1,37,0,3,0,보통,1,4,4,4,1.23,1,0,0,0,0,0,0,0,0,0,1,0,0
47,12,0,1,4.011,43,132,1,,,보통,,,,,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12,0,1,2.73,33,68,0,3,0,여유,0,5,4,5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
67,1,0,1,4.369,4,87,0,5,0,여유,0,5,5,5,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0
33,3,1,0,3.696,11,107,0,4,0,보통,0,5,5,5,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0
32,6,1,0,4.978,23,106,0,4,0,보통,0,4,4,5,0.23,1,0,0,0,0,0,0,0,0,0,0,1,0
41,6,1,7,1.749,9,79,1,,,혼잡,,,,,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,1,23,0.7,1,60,0,,,여유,,,,,2.26,0,1,0,0,0,0,0,0,0,0,0,0,1
26,6,0,3,2.458,6,42,0,4,0,보통,0,4,5,4,0.95,1,0,0,0,0,0,0,0,1,0,0,0,0
66,6,0,1,2.581,40,58,1,,,보통,,,,,0.36,0,0,0,0,0,0,1,0,0,0,0,0,0
28,1,0,40,0.213,1,86,0,,,여유,,,,,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0
69,6,1,3,1.852,3,43,0,3,0,보통,0,4,4,4,0.77,1,1,0,0,0,0,0,0,0,0,0,0,0
28,12,0,3,2.174,45,132,0,,,보통,,,,,0.87,0,0,0,0,0,0,0,0,0,0,0,0,1
65,12,0,24,0.406,14,20,0,,,보통,,,,,1.39,0,1,0,0,0,0,0,0,0,0,1,1,0
29,6,1,0,6.073,5,147,1,5,0,여유,0,5,5,4,0.16,1,0,0,0,0,1,0,0,0,0,0,0,0
56,3,0,4,1.504,3,44,0,4,0,보통,0,3,4,4,0.91,1,0,0,0,0,0,0,0,0,0,0,0,0
16,6,0,1,2.798,12,75,1,,,보통,,,,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6,0,3,2.06,7,38,0,4,0,매우혼잡,0,4,2,4,0.74,1,0,0,0,0,0,0,0,0,0,0,1,0
39,3,1,60,0.387,4,48,0,,,보통,,,,,4.38,0,0,0,0,1,0,1,0,1,1,0,0,0
58,12,0,9,1.126,11,46,0,2,0,보통,0,2,4,2,1.44,1,1,0,0,0,0,0,1,0,0,0,0,0
23,1,0,2,1.842,2,51,1,3,0,보통,0,3,4,2,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0
23,6,0,60,0.459,2,54,0,1,0,혼잡,0,1,3,2,8.18,1,1,0,1,0,1,0,1,0,0,0,1,1
52,6,0,2,2.565,29,40,0,,,보통,,,,,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0
34,12,1,3,2.042,11,69,0,3,0,보통,1,3,3,3,0.85,1,0,0,0,1,0,0,0,0,0,0,0,1
44,3,1,1,3.044,5,67,0,3,0,여유,0,4,4,4,0.46,1,0,0,0,0,1,0,1,0,0,0,0,0
39,6,0,7,1.292,3,37,0,3,0,여유,0,3,3,4,1.32,1,1,0,0,0,0,0,0,0,0,0,0,0
16,12,0,7,1.741,38,80,1,3,0,보통,1,4,5,3,1.67,1,1,0,0,0,0,0,0,0,0,0,0,0
29,6,1,3,3.091,14,116,0,5,0,혼잡,1,5,4,4,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0
63,3,1,0,5.683,9,98,1,5,0,여유,1,5,5,4,0.14,1,0,1,0,0,0,0,0,0,0,1,0,0
67,12,0,2,2.705,18,73,0,4,0,여유,0,5,4,4,0.78,1,0,0,0,0,0,0,1,0,0,0,0,0
34,1,1,4,1.749,4,83,0,3,0,보통,0,3,3,4,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0
61,6,1,4,2.45,7,65,0,,,여유,,,,,1.46,0,0,0,0,1,0,0,0,0,0,0,1,1
39,12,0,0,6.248,36,117,1,,,혼잡,,,,,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0
45,6,1,0,6.188,20,146,1,,,여유,,,,,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,0,51,0.557,1,21,0,4,0,보통,1,1,3,2,4.04,1,1,0,1,0,0,0,0,0,0,0,0,1
33,12,1,2,2.555,35,62,0,3,0,매우혼잡,1,4,5,3,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0
32,6,1,4,2.149,6,67,0,,,혼잡,,,,,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,0,60,0.19,3,62,0,2,1,매우혼잡,1,3,2,3,3.22,1,1,0,1,0,1,0,0,0,0,0,0,0
39,6,1,3,2.231,5,97,0,3,0,보통,0,4,4,4,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0
54,6,1,4,2.118,5,71,0,3,0,여유,0,3,4,4,1.23,1,0,0,0,0,0,0,0,0,0,0,0,0
56,6,0,50,0.313,3,43,0,,,혼잡,,,,,2.24,0,1,1,1,0,1,1,1,0,0,0,0,0
47,1,1,8,1.115,1,80,1,3,0,보통,0,2,4,3,1.33,1,0,0,0,1,0,0,0,0,1,0,0,1
21,1,0,32,0.169,3,65,1,2,1,보통,0,1,3,3,1.39,1,1,0,0,0,0,0,1,0,1,0,0,0
35,6,1,1,3.89,14,119,0,4,0,보통,0,4,4,5,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0
42,3,1,2,2.607,4,53,0,4,0,여유,0,4,4,4,0.65,1,0,0,0,1,0,0,0,0,0,0,0,1
18,6,0,9,1.507,22,72,0,3,0,혼잡,0,3,3,3,1.89,1,1,0,0,0,0,1,0,0,0,0,0,0
36,6,1,11,0.928,8,56,0,,,보통,,,,,1.43,0,0,0,0,0,0,1,0,0,0,0,0,0
42,3,0,8,1.064,2,57,0,1,0,보통,0,2,3,3,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0
26,6,0,34,0.068,3,33,0,1,1,보통,0,3,2,4,1.45,1,0,0,0,0,0,0,0,0,1,0,0,0
52,12,0,1,2.968,19,62,1,,,여유,,,,,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0
46,6,1,11,0.896,11,48,0,,,보통,,,,,1.47,0,1,0,0,1,0,0,0,0,0,0,0,0
30,3,1,1,3.009,22,79,0,5,0,보통,0,4,5,4,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0
56,6,1,1,3.345,9,90,1,,,보통,,,,,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,0,4,1.887,7,37,0,,,보통,,,,,1.12,0,0,0,0,0,0,1,0,0,0,0,0,0
32,3,0,60,0.344,3,55,0,,,혼잡,,,,,9.04,0,1,0,0,0,0,0,0,0,1,0,0,0
61,12,0,5,1.918,5,43,0,4,0,여유,0,3,3,5,1.33,1,0,0,0,0,0,0,0,0,0,0,0,0
31,6,1,4,2.221,9,39,0,,,보통,,,,,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0
65,6,1,60,0.768,5,57,0,3,0,여유,0,3,3,3,7.07,1,1,0,0,0,0,0,0,0,0,0,0,0
33,12,1,2,2.638,15,36,0,,,여유,,,,,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,1,1,2.998,10,87,0,,,여유,,,,,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0
25,12,1,1,3.669,8,81,0,4,0,보통,0,4,3,4,0.34,1,0,0,0,0,0,0,1,0,0,0,0,0
34,1,0,11,1.024,2,68,0,,,보통,,,,,1.64,0,0,0,0,0,0,0,0,0,0,1,1,1
34,6,1,1,4.13,6,120,1,,,여유,,,,,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6,0,1,3.174,9,61,0,4,0,여유,0,5,5,5,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0
62,12,0,3,2.266,7,56,0,3,0,보통,0,3,4,3,0.92,1,0,0,0,0,0,0,0,0,0,0,0,1
35,6,0,6,1.02,3,36,0,,,여유,,,,,0.89,0,1,0,0,0,0,1,0,0,0,0,0,0
25,1,1,0,5.718,3,118,1,4,0,보통,0,5,5,5,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
68,12,1,2,2.377,35,50,0,4,1,혼잡,0,5,4,5,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0
69,6,0,6,1.617,2,43,0,4,0,여유,0,3,2,3,1.32,1,0,0,0,0,0,0,0,0,0,0,0,0
28,6,0,5,1.1,12,52,0,4,0,혼잡,0,3,4,4,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0,1,3.313,14,109,0,5,0,여유,0,4,5,5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
22,12,0,2,2.139,12,101,0,,,혼잡,,,,,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0
24,1,0,7,1.345,2,38,0,2,0,보통,0,3,4,3,1.31,1,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,5,1.306,3,32,1,4,0,여유,0,1,4,3,0.98,1,0,1,0,0,0,0,0,1,1,0,0,0
66,3,0,22,0.331,4,51,0,2,1,혼잡,0,4,3,3,1.04,1,1,0,0,0,0,0,1,0,0,0,0,0
28,6,0,2,3.364,6,77,0,5,0,보통,0,5,4,4,0.88,1,0,0,0,0,0,0,0,1,0,0,0,0
15,6,1,1,3.75,19,116,0,5,0,여유,0,5,4,5,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0
33,6,0,1,2.758,9,39,0,4,0,보통,0,3,4,4,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0
58,12,1,3,2.42,20,50,0,,,보통,,,,,1.17,0,0,0,0,0,1,0,0,0,0,0,0,0
23,6,0,1,3.161,5,79,0,3,0,보통,0,1,4,5,0.51,1,1,0,0,0,0,0,0,0,0,0,1,1
64,6,1,7,1.106,11,87,0,,,보통,,,,,1.06,0,0,0,0,0,0,0,0,0,0,0,1,1
18,12,0,2,3.209,24,92,1,,,여유,,,,,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
40,12,0,4,2.005,24,67,0,,,여유,,,,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,6,0,47,0.479,5,24,0,2,0,매우혼잡,0,1,1,2,3.19,1,1,1,0,0,1,1,0,1,0,0,0,0
52,6,0,1,2.389,4,75,0,,,보통,,,,,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0
20,3,0,1,3.803,6,100,1,5,0,여유,0,4,5,5,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0
39,12,0,3,2.614,38,89,1,,,여유,,,,,1.19,0,0,0,0,0,0,0,0,0,0,0,1,0
65,3,0,2,2.33,5,54,0,,,여유,,,,,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,0,4,1.986,7,47,1,,,보통,,,,,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0
38,6,0,60,0.133,8,33,0,1,1,여유,1,3,4,2,6.58,1,1,1,1,0,0,0,0,0,0,0,0,0
32,6,0,40,0.384,23,39,0,,,보통,,,,,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,0,51,0.199,2,18,0,1,0,매우혼잡,1,1,3,1,2.18,1,1,1,1,0,1,0,1,0,0,0,0,1
37,6,0,10,0.922,3,46,1,,,혼잡,,,,,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,0,35,0.429,2,31,0,,,여유,,,,,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0
25,12,0,0,4.467,22,116,1,,,여유,,,,,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0
68,6,1,1,3.085,6,95,0,,,여유,,,,,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,1,2,2.312,3,57,0,,,보통,,,,,0.63,0,0,0,0,0,0,0,0,0,0,1,1,0
36,6,0,3,2.311,9,45,0,,,혼잡,,,,,1.01,0,0,1,0,0,0,0,0,0,0,0,1,0
38,1,0,3,1.9,1,111,1,3,0,혼잡,0,4,4,3,0.75,1,0,1,0,0,1,0,1,0,0,0,0,0
62,12,1,1,2.312,11,37,0,5,0,여유,0,3,3,5,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0
54,12,0,5,1.423,23,40,0,,,여유,,,,,1.11,0,1,0,0,0,0,0,0,0,0,0,0,0
20,12,1,30,0.478,6,55,0,,,혼잡,,,,,2.05,0,1,0,0,0,1,0,0,0,0,1,0,1
54,12,1,15,0.684,29,49,0,1,1,여유,0,4,4,4,1.47,1,1,0,0,0,0,0,0,0,0,1,0,0
43,6,0,1,3.424,11,93,0,5,0,혼잡,0,4,5,4,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0
20,12,0,3,2.003,14,79,0,5,0,여유,0,4,4,4,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0
23,6,0,4,1.855,32,64,0,,,여유,,,,,0.94,0,0,0,0,0,0,0,1,0,0,0,1,0
20,3,1,2,3.003,3,74,0,,,혼잡,,,,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0
38,6,0,3,1.318,6,88,0,4,0,혼잡,1,4,3,1,0.56,1,0,1,0,0,0,0,0,0,0,0,0,0
32,12,1,3,2.097,18,86,0,,,여유,,,,,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,0,0,5.313,2,131,0,4,0,보통,0,4,5,5,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1
34,12,0,3,2.382,24,66,0,4,0,보통,0,4,4,4,0.97,1,0,0,0,0,0,0,0,0,0,0,0,0
42,6,1,1,4.308,20,142,1,,,여유,,,,,0.49,0,0,0,0,1,0,0,0,0,0,0,0,0
66,12,0,3,1.997,5,75,0,,,여유,,,,,0.74,0,0,0,0,0,0,0,0,0,0,0,0,1
34,3,0,4,1.643,7,68,0,3,0,여유,0,3,4,5,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0
40,6,1,0,5.612,22,141,1,4,0,혼잡,0,3,5,4,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,6,1.436,2,31,1,2,0,보통,0,3,4,3,1.17,1,1,0,0,0,0,0,0,0,0,0,0,0
21,6,0,2,3.373,10,77,0,4,0,혼잡,1,4,4,4,0.88,1,1,0,0,0,0,0,0,0,0,0,0,0
34,12,0,1,2.806,22,71,0,5,0,보통,0,4,4,4,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,60,0.471,4,45,0,3,0,보통,0,3,1,3,8.82,1,1,1,0,0,0,0,0,0,0,0,0,1
35,3,0,60,0.525,3,37,0,,,보통,,,,,6.34,0,1,0,1,0,0,0,0,0,1,0,0,0
24,12,0,8,0.993,13,55,0,4,0,보통,0,3,4,4,1.16,1,0,0,0,0,0,0,0,0,0,0,1,0
26,12,0,1,2.523,10,73,1,4,1,보통,0,3,5,4,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1
55,6,0,60,0.074,5,35,0,,,여유,,,,,8.97,0,1,0,0,0,0,0,0,0,0,0,0,0
59,6,0,2,3.114,22,84,0,5,0,보통,0,5,4,4,0.67,1,0,0,0,0,0,0,0,1,0,1,0,0
37,12,0,60,0.054,8,45,0,2,0,혼잡,1,2,2,1,5.36,1,1,1,0,0,0,0,0,0,0,0,1,1
49,12,0,4,2.179,12,66,0,,,혼잡,,,,,1.15,0,0,0,0,0,0,1,0,0,0,0,0,0
39,12,0,16,1.036,11,74,0,4,0,보통,0,4,4,4,2.31,1,0,0,0,0,0,0,0,0,0,0,0,0
